anime_ids	name	type	episodes	rating	members	Sci-Fi	Romance	Action	Seinen	Drama	Shounen	Comedy	Shoujo	Fantasy	Adventure
59	Evangelion: 1.0 You Are (Not) Alone	Movie	1	8.21	194561	1	0	1	0	0	0	0	0	0	0
447	Full Metal Panic? Fumoffu	TV	12	8.21	171086	0	0	1	0	0	0	1	0	0	0
3259	Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture	Movie	1	8.21	11808	1	0	1	0	1	0	0	0	0	0
711	Kara no Kyoukai 3: Tsuukaku Zanryuu	Movie	1	8.21	108720	0	0	1	0	1	0	0	0	0	0
1794	Mobile Suit Gundam 00 Second Season	TV	25	8.21	86972	1	0	1	0	1	0	0	0	0	0
408	Nisemonogatari	TV	11	8.21	260062	0	0	0	0	0	0	1	0	0	0
1923	Tsukimonogatari	TV	4	8.21	111009	0	0	0	0	0	0	1	0	0	0
1426	Ansatsu Kyoushitsu (TV)	TV	22	8.2	312654	0	0	1	0	0	1	1	0	0	0
2897	Aria The Avvenire	Special	3	8.2	9500	1	0	0	0	0	1	0	0	1	0
282	Baby Steps 2nd Season	TV	25	8.2	36251	0	1	0	0	0	1	0	0	0	0
47	D.Gray-man	TV	103	8.2	334399	0	0	1	0	0	1	1	0	0	1
3261	Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari	OVA	24	8.2	8621	1	0	1	0	0	0	0	0	0	0
1427	Gintama: Jump Festa 2014 Special	Special	1	8.2	13764	1	0	1	0	0	1	1	0	0	0
1336	Lupin III: Cagliostro no Shiro	Movie	1	8.2	32732	0	0	0	0	0	1	1	0	0	1
1096	Ookiku Furikabutte: Natsu no Taikai-hen	TV	13	8.2	22190	0	0	0	0	0	0	1	0	0	0
3115	Saiunkoku Monogatari 2nd Season	TV	39	8.2	23160	0	1	0	0	1	0	1	0	1	1
3165	Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai	Movie	1	8.2	23045	0	1	0	0	1	0	1	0	0	0
416	Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie	Movie	1	8.19	95241	0	0	0	0	1	0	0	0	0	0
3006	Dennou Coil	TV	26	8.19	76860	1	0	0	0	1	0	1	0	0	1
588	Eureka Seven	TV	50	8.19	239570	1	1	0	0	1	0	0	0	0	1
2551	Ghost in the Shell: Stand Alone Complex - The Laughing Man	Special	1	8.19	21435	1	0	1	1	0	0	0	0	0	0
1588	Gintama: Dai Hanseikai	Special	1	8.19	14728	0	0	1	0	0	0	1	0	0	0
2241	Hidamari Sketch: Sae Hiro Sotsugyou-hen	OVA	2	8.19	5959	0	0	0	0	0	0	1	0	0	0
1010	Hikaru no Go	TV	75	8.19	69000	0	0	0	0	0	1	1	0	0	0
91	Kimi ni Todoke	TV	25	8.19	309339	0	1	0	0	0	0	0	1	0	0
924	Kokoro Connect: Michi Random	Special	4	8.19	106989	0	1	0	0	1	0	1	0	0	0
397	Tokyo Magnitude 8.0	TV	11	8.19	121349	0	0	0	0	1	0	0	0	0	0
1195	Cardcaptor Sakura	TV	70	8.18	181249	0	1	0	0	1	0	1	1	1	1
732	ef: A Tale of Melodies.	TV	12	8.18	103657	0	1	0	0	1	0	0	0	0	0
1134	Gin no Saji	TV	11	8.18	116261	0	0	0	0	0	1	1	0	0	0
1910	Hachimitsu to Clover	TV	24	8.18	130646	0	1	0	0	1	0	1	0	0	0
3088	Kodomo no Omocha (TV)	TV	102	8.18	27893	0	1	0	0	1	0	1	1	0	0
3037	Sekaiichi Hatsukoi OVA	OVA	2	8.18	35225	0	1	0	0	1	0	1	0	0	0
1867	Working!!!	TV	13	8.18	80763	0	1	0	0	0	0	1	0	0	0
535	Black Lagoon	TV	12	8.17	332562	0	0	1	1	0	0	0	0	0	0
3147	Detective Conan Movie 18: The Sniper from Another Dimension	Movie	1	8.17	12151	0	0	1	0	0	1	0	0	0	0
1565	Final Fantasy VII: Advent Children Complete	OVA	1	8.17	77111	0	0	1	0	0	0	0	0	1	0
1467	Interstella5555: The 5tory of The 5ecret 5tar 5ystem	Music	1	8.17	31464	1	0	0	0	1	0	0	0	0	1
459	Kanon (2006)	TV	24	8.17	163171	0	1	0	0	1	0	0	0	0	0
132	Kimi ni Todoke 2nd Season	TV	12	8.17	171866	0	1	0	0	0	0	0	1	0	0
227	Noragami	TV	12	8.17	515378	0	0	1	0	0	1	0	0	0	1
5780	Persona 3 the Movie 4: Winter of Rebirth	Movie	1	8.17	13359	0	0	1	1	0	0	0	0	1	0
735	xxxHOLiC Shunmuki	OVA	2	8.17	40401	0	0	0	0	1	0	1	0	0	0
175	Zetsuen no Tempest	TV	24	8.17	259900	0	0	1	0	1	1	0	0	1	0
2588	Aria The Origination: Sono Choppiri Himitsu no Basho ni...	Special	1	8.16	11961	0	0	0	0	0	1	1	0	0	0
2171	Detective Conan Movie 03: The Last Wizard of the Century	Movie	1	8.16	26799	0	0	0	0	0	1	1	0	0	1
2172	Detective Conan Movie 04: Captured in Her Eyes	Movie	1	8.16	25461	0	0	0	0	0	1	1	0	0	1
586	Dragon Ball	TV	153	8.16	316102	0	0	0	0	0	1	1	0	1	1
4254	Hanada Shounen-shi	TV	25	8.16	6321	0	0	0	0	1	0	1	0	0	0
274	Junjou Romantica 3	TV	12	8.16	39866	0	1	0	0	1	0	1	0	0	0
577	Juuni Kokuki	TV	45	8.16	66646	0	0	1	0	0	0	0	0	1	1
1080	Major Movie: Yuujou no Winning Shot	Movie	1	8.16	9943	0	0	1	0	0	1	0	0	0	0
1321	Mirai Shounen Conan	TV	26	8.16	15557	1	0	0	0	1	0	0	0	0	1
805	One Piece Film: Strong World Episode 0	OVA	1	8.16	33862	0	0	1	0	0	1	1	0	1	1
542	Phantom: Requiem for the Phantom	TV	26	8.16	159105	0	0	1	1	1	0	0	0	0	0
968	Tamako Love Story	Movie	1	8.16	72708	0	1	0	0	0	0	1	0	0	0
925	Toaru Kagaku no Railgun S	TV	24	8.16	137105	1	0	1	0	0	0	0	0	0	0
3692	Touch	TV	101	8.16	12833	0	1	0	0	1	1	0	0	0	0
217	Yowamushi Pedal	TV	38	8.16	91138	0	0	0	0	1	1	1	0	0	0
1264	Akira	Movie	1	8.15	215897	1	0	1	0	0	0	0	0	0	1
1078	Black Lagoon: Roberta&#039;s Blood Trail	OVA	5	8.15	108099	0	0	1	1	0	0	0	0	0	0
1252	Durarara!!x2 Shou	TV	12	8.15	189407	0	0	1	0	0	0	0	0	0	0
1162	Gintama: Jump Festa 2015 Special	Special	1	8.15	7923	0	0	1	0	0	1	1	0	0	0
4892	Kyou kara Ore wa!!	OVA	10	8.15	7954	0	0	0	0	0	1	1	0	0	0
838	Nurarihyon no Mago: Sennen Makyou	TV	24	8.15	75612	0	0	1	0	0	1	0	0	0	0
1340	Paprika	Movie	1	8.15	163308	1	0	0	0	0	0	0	0	1	0
1072	Prince of Tennis: The National Tournament Finals	OVA	7	8.15	21020	0	0	0	0	0	1	1	0	0	0
620	School Rumble Ni Gakki	TV	26	8.15	93095	0	1	0	0	0	1	1	0	0	0
402	Sekaiichi Hatsukoi	TV	12	8.15	94820	0	1	0	0	1	0	1	0	0	0
2121	Akagami no Shirayuki-hime 2nd Season	TV	12	8.14	80862	0	1	0	0	1	0	0	1	1	0
72	Clannad: Mou Hitotsu no Sekai, Tomoyo-hen	Special	1	8.14	160423	0	1	0	0	1	0	0	0	0	0
4231	Ginga Nagareboshi Gin	TV	21	8.14	10575	0	0	1	0	1	1	0	0	0	1
3513	Initial D Fifth Stage	TV	14	8.14	26711	0	0	1	1	1	0	0	0	0	0
116	K-On!!	TV	26	8.14	246276	0	0	0	0	0	0	1	0	0	0
423	Log Horizon	TV	25	8.14	387100	0	0	1	0	0	1	0	0	1	1
4802	Sekaiichi Hatsukoi: Valentine-hen	Movie	1	8.14	13454	0	1	0	0	0	0	1	0	0	0
453	Slayers Next	TV	26	8.14	39832	0	0	0	0	0	0	1	0	1	1
2553	Aria The OVA: Arietta	OVA	1	8.13	20629	1	0	0	0	0	1	0	0	1	0
3144	Detective Conan Movie 15: Quarter of Silence	Movie	1	8.13	17165	0	0	0	0	0	1	1	0	0	1
2127	Digimon Adventure tri. 3: Kokuhaku	Movie	1	8.13	20989	0	0	1	0	1	0	1	0	0	1
1564	Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi	Special	1	8.13	29331	1	0	1	0	0	1	1	0	0	0
2931	Igano Kabamaru	TV	24	8.13	5063	0	1	0	0	0	1	1	0	0	1
183	Kamisama Hajimemashita	TV	13	8.13	189641	0	1	0	0	0	0	1	1	1	0
1830	Kara no Kyoukai: Mirai Fukuin	Movie	1	8.13	41168	0	0	0	1	1	0	0	0	0	0
2464	Mobile Suit Gundam: The 08th MS Team	OVA	12	8.13	34177	1	1	0	0	1	0	0	0	0	1
5146	Omae Umasou da na	Movie	1	8.13	6645	0	0	1	0	0	0	0	0	1	1
2913	Ushio to Tora (TV) 2nd Season	TV	13	8.13	43916	0	0	0	0	0	1	1	0	0	0
2101	Wolf&#039;s Rain OVA	OVA	4	8.13	37679	1	0	0	0	1	0	0	0	0	1
2858	Aoki Hagane no Arpeggio: Ars Nova Cadenza	Movie	1	8.12	12353	1	0	1	1	0	0	0	0	0	0
3528	City Hunter 2	TV	63	8.12	8199	0	0	1	0	0	1	1	0	0	0
1318	Durarara!!x2 Ten	TV	12	8.12	132506	0	0	1	0	0	0	0	0	0	0
693	ef: A Tale of Memories.	TV	12	8.12	151106	0	1	0	0	1	0	0	0	0	0
2279	Ghost in the Shell 2.0	Movie	1	8.12	51789	1	0	1	1	0	0	0	0	0	0
2550	Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven	Special	1	8.12	16614	1	0	1	0	0	0	0	0	0	0
4863	Ginga Sengoku Gunyuuden Rai	TV	52	8.12	5308	1	1	0	0	0	1	0	0	0	1
1492	Initial D Second Stage	TV	13	8.12	45825	0	0	1	1	1	0	0	0	0	0
493	Kami nomi zo Shiru Sekai II	TV	12	8.12	194300	0	1	0	0	0	1	1	0	0	0
2187	Noragami Aragoto OVA	OVA	2	8.12	58075	0	0	1	0	0	1	0	0	0	1
5480	Stand By Me Doraemon	Movie	1	8.12	5712	1	0	0	0	0	1	1	0	0	0
832	Tiger &amp; Bunny	TV	25	8.12	104075	0	0	1	0	0	0	1	0	0	0
504	Yahari Ore no Seishun Love Comedy wa Machigatteiru.	TV	13	8.12	353876	0	1	0	0	1	0	1	0	0	0
766	Fullmetal Alchemist: Brotherhood Specials	Special	4	8.11	67962	0	0	0	0	1	1	0	0	1	1
556	Hanamonogatari	TV	5	8.11	124886	0	0	0	0	0	0	1	0	0	0
1412	Kimi to Boku. 2	TV	13	8.11	44564	0	1	0	0	1	1	1	0	0	0
1057	Ookiku Furikabutte	TV	25	8.11	49599	0	0	0	0	0	0	1	0	0	0
994	Ore Monogatari!!	TV	24	8.11	200833	0	1	0	0	0	0	1	1	0	0
5811	Tamayura: Sotsugyou Shashin Part 4 - Ashita	Movie	1	8.1	3187	0	0	0	0	1	0	1	0	0	0
1468	Tekkon Kinkreet	Movie	1	8.11	46018	0	0	1	0	0	0	0	0	0	1
3209	There She Is!!	ONA	5	8.11	13935	0	1	0	0	0	0	1	0	0	0
621	xxxHOLiC	TV	24	8.11	150872	0	0	0	0	1	0	1	0	0	0
52	Byousoku 5 Centimeter	Movie	3	8.1	324035	0	1	0	0	1	0	0	0	0	0
2275	Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen	Special	1	8.1	29969	0	0	1	0	0	0	0	0	0	0
3264	Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu	OVA	28	8.1	7712	1	0	0	0	1	0	0	0	0	0
6079	Hyouge Mono	TV	39	8.1	10649	0	0	0	1	0	0	0	0	0	0
1579	Karigurashi no Arrietty	Movie	1	8.1	97910	0	0	0	0	0	0	0	0	1	0
1192	Mahou Shoujo Lyrical Nanoha A&#039;s	TV	13	8.1	41685	0	0	1	0	1	0	1	0	0	0
597	Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen	OVA	2	8.1	49454	0	1	0	0	1	1	0	0	0	0
326	Tanaka-kun wa Itsumo Kedaruge	TV	12	8.1	101335	0	0	0	0	0	0	1	0	0	0
1919	Berserk: Ougon Jidai-hen II - Doldrey Kouryaku	Movie	1	8.09	66721	0	0	1	1	1	0	0	0	1	1
783	Darker than Black: Kuro no Keiyakusha Gaiden	Special	4	8.09	136135	1	0	1	0	0	0	0	0	0	0
3257	Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai	Movie	1	8.09	15069	1	0	1	0	0	0	0	0	0	0
1036	Hikaru no Go: Journey to the North Star Cup	Special	1	8.09	13901	0	0	0	0	0	1	0	0	0	0
1180	Hybrid Child	OVA	4	8.09	26036	1	1	0	0	1	0	0	0	0	0
1914	Isekai no Seikishi Monogatari	OVA	13	8.09	72021	0	0	1	0	0	0	1	0	1	0
1414	Junjou Romantica OVA	OVA	2	8.09	23192	0	1	0	0	1	0	1	0	0	0
1225	Kobato.	TV	24	8.09	88986	0	0	0	0	1	0	1	0	1	0
1474	Kuuchuu Buranko	TV	11	8.09	41521	0	0	0	1	1	0	1	0	0	0
3753	Macross: Do You Remember Love?	Movie	1	8.09	19240	1	1	1	0	0	0	0	0	0	0
988	One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai	Special	1	8.09	30516	0	0	0	0	0	1	1	0	1	1
1045	Prince of Tennis: The National Tournament	OVA	13	8.09	25170	0	0	1	0	0	1	1	0	0	0
1062	Prince of Tennis: The National Tournament Semifinals	OVA	6	8.09	21186	0	0	1	0	0	0	1	0	0	0
1006	Eyeshield 21	TV	145	8.08	83648	0	0	1	0	0	1	1	0	0	0
2948	Full Moon wo Sagashite	TV	52	8.08	59374	0	1	0	0	1	0	1	1	0	0
1537	Grisaia no Rakuen	TV	10	8.08	111962	0	1	0	0	1	0	0	0	0	0
393	Junjou Romantica	TV	12	8.08	117910	0	1	0	0	1	0	1	0	0	0
404	Mawaru Penguindrum	TV	24	8.08	156689	0	0	0	0	1	0	1	0	0	0
1132	SKET Dance OVA	OVA	1	8.08	11342	0	0	0	0	0	1	1	0	0	0
67	Soul Eater	TV	51	8.08	580184	0	0	1	0	0	1	1	0	1	1
1219	Trigun: Badlands Rumble	Movie	1	8.08	68181	1	0	1	0	0	0	1	0	0	0
387	Haibane Renmei	TV	13	8.07	120731	0	0	0	0	1	0	0	0	1	0
934	Kuroko no Basket: Tip Off	Special	1	8.07	41760	0	0	0	0	0	1	1	0	0	0
3159	Macross	TV	36	8.07	44157	1	1	1	0	0	0	0	0	0	0
378	Mirai Nikki (TV)	TV	26	8.07	657190	0	0	1	0	0	1	0	0	0	0
3642	Saiyuuki Reload: Burial	OVA	3	8.07	6554	0	0	1	0	1	0	0	1	1	1
5342	Tentai Senshi Sunred 2nd Season	TV	26	8.07	4584	0	0	0	1	0	0	1	0	0	0
3566	Terra e... (TV)	TV	24	8.07	36941	1	0	1	0	1	0	0	0	0	0
255	Tokyo Ghoul	TV	12	8.07	618056	0	0	1	1	1	0	0	0	0	0
771	Yume-iro Pâtissière	TV	50	8.07	36921	0	0	0	0	0	0	0	1	0	0
1190	Azumanga Daioh	TV	26	8.06	170901	0	0	0	0	0	0	1	0	0	0
795	Colorful (Movie)	Movie	1	8.06	63263	0	0	0	0	1	0	0	0	0	0
5469	Detective Conan OVA 09: The Stranger in 10 Years...	OVA	1	8.06	9649	0	0	0	0	0	1	1	0	0	1
2414	Drifters: Special Edition	OVA	1	8.06	9807	0	0	1	1	0	0	1	0	1	1
534	FLCL	OVA	6	8.06	305165	1	0	1	0	0	0	1	0	0	0
448	Full Metal Panic! The Second Raid	TV	13	8.06	155340	0	0	1	0	0	0	0	0	0	0
80	Kuroshitsuji	TV	24	8.06	424919	0	0	1	0	0	1	1	0	1	0
2638	Macross F Movie 2: Sayonara no Tsubasa	Movie	1	8.06	17826	1	1	1	0	0	0	0	0	0	0
249	Magi: Sinbad no Bouken	OVA	5	8.06	52351	0	0	1	0	0	1	0	0	1	1
418	Nekomonogatari: Kuro	TV	4	8.06	173264	0	1	0	0	0	0	1	0	0	0
3114	Saiunkoku Monogatari	TV	39	8.06	50951	0	1	0	0	1	0	1	0	1	1
568	School Rumble	TV	26	8.06	178553	0	1	0	0	0	1	1	0	0	0
347	Suzumiya Haruhi no Yuuutsu	TV	14	8.06	428569	1	0	0	0	0	0	1	0	0	0
4589	Flanders no Inu (Movie)	Movie	1	8.05	8505	0	0	0	0	1	0	0	0	0	0
1267	Golden Boy	OVA	6	8.05	113040	0	0	0	0	0	0	1	0	0	1
1618	Grisaia no Meikyuu: Caprice no Mayu 0	Special	1	8.05	70039	0	0	0	0	1	0	0	0	0	0
2450	Kaleido Star	TV	51	8.05	42253	0	0	0	0	1	0	1	1	1	0
723	Kara no Kyoukai 4: Garan no Dou	Movie	1	8.05	103600	0	0	1	0	0	0	0	0	0	0
5589	Lupin III vs. Detective Conan: The Movie	Movie	1	8.05	10021	0	0	1	0	0	1	1	0	0	0
1380	Non Non Biyori	TV	12	8.05	133475	0	0	0	1	0	0	1	0	0	0
1009	Yakitate!! Japan	TV	69	8.05	50876	0	0	0	0	0	1	1	0	0	0
821	Beelzebub	TV	60	8.04	217752	0	0	1	0	0	1	1	0	0	0
179	Death Billiards	Movie	1	8.04	95690	0	0	0	0	1	0	0	0	0	0
400	Durarara!! Specials	Special	2	8.04	103105	0	0	1	0	0	0	1	0	0	0
1296	Jormungand: Perfect Order	TV	12	8.04	81951	0	0	1	1	0	0	0	0	0	1
2591	Mahou Shoujo Lyrical Nanoha: The Movie 1st	Movie	1	8.04	20433	0	0	1	0	1	0	1	0	0	0
297	Overlord	TV	13	8.04	244268	0	0	1	0	0	0	0	0	1	1
1008	Prince of Tennis	TV	178	8.04	87643	0	0	1	0	0	1	1	0	0	0
6013	Takarajima	TV	26	8.04	5306	0	0	0	0	1	0	0	0	0	1
617	xxxHOLiC Movie: Manatsu no Yoru no Yume	Movie	1	8.04	41547	0	0	0	0	1	0	1	0	0	0
2901	Yuru Yuri San☆Hai!	TV	12	8.04	44335	0	0	0	0	0	0	1	0	0	0
2879	Boruto: Naruto the Movie	Movie	1	8.03	74690	0	0	1	0	0	1	1	0	0	0
837	Coquelicot-zaka kara	Movie	1	8.03	50689	0	1	0	0	0	0	0	1	0	0
4670	Eikoku Koi Monogatari Emma: Molders-hen	TV	12	8.03	11903	0	1	0	1	1	0	0	0	0	0
390	Ergo Proxy	TV	23	8.03	265005	1	0	0	0	0	0	0	0	0	0
128	Hanasaku Iroha	TV	26	8.03	150393	0	0	0	1	1	0	1	0	0	0
194	Hataraku Maou-sama!	TV	13	8.03	409037	0	1	0	0	0	1	1	0	1	0
2248	Hibike! Euphonium	TV	13	8.03	134694	0	0	0	0	1	0	0	0	0	0
396	Higashi no Eden	TV	11	8.03	276593	1	1	1	0	1	0	1	0	0	0
3094	Ie Naki Ko Remi	TV	23	8.03	6528	0	0	0	0	1	0	0	0	0	1
1308	Kono Subarashii Sekai ni Shukufuku wo!	TV	10	8.03	244877	0	0	0	0	0	0	1	0	1	1
600	Kurenai no Buta	Movie	1	8.03	74028	0	1	1	0	1	0	1	0	0	1
2468	Mobile Suit Zeta Gundam	TV	50	8.03	28959	1	0	0	0	1	0	0	0	0	0
303	Prison School	TV	12	8.03	227734	0	1	0	1	0	0	1	0	0	0
1948	Saint Seiya	TV	114	8.03	70559	1	0	0	0	0	1	0	0	1	1
58	Sayonara Zetsubou Sensei	TV	12	8.03	174531	0	0	0	0	0	0	1	0	0	0
1073	Seto no Hanayome OVA	OVA	2	8.03	31973	0	1	0	0	0	0	1	0	0	0
2297	Zoku Sayonara Zetsubou Sensei	TV	13	8.03	74040	0	0	0	0	0	0	1	0	0	0
5179	Akachan to Boku	TV	35	8.02	8353	0	0	0	0	1	0	1	1	0	0
543	Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen	Special	1	8.02	138364	0	1	0	0	1	0	0	0	0	0
1600	Hakuouki Movie 2: Shikon Soukyuu	Movie	1	8.03	9492	0	0	1	0	1	0	0	0	0	0
710	Kara no Kyoukai 2: Satsujin Kousatsu (Zen)	Movie	1	8.02	114415	0	1	1	0	0	0	0	0	0	0
66	Macross F	TV	25	8.02	95551	1	1	1	0	0	0	0	0	0	0
3580	Magic Kaito	Special	12	8.02	27274	0	1	0	0	0	1	1	0	0	1
1461	Sakigake!! Cromartie Koukou	TV	26	8.02	67254	0	0	0	0	0	1	1	0	0	0
1123	Shijou Saikyou no Deshi Kenichi OVA	OVA	11	8.02	24167	0	0	1	0	0	1	1	0	0	0
1464	Touhai Densetsu Akagi: Yami ni Maiorita Tensai	TV	26	8.02	48127	0	0	0	1	0	0	0	0	0	0
1237	Carnival Phantasm	OVA	12	8.01	71976	0	0	0	0	0	0	1	0	0	0
331	D.Gray-man Hallow	TV	13	8.01	72499	0	0	1	0	0	1	0	0	0	0
1672	Date A Live: Encore OVA	OVA	1	8.01	48432	0	1	0	0	0	0	0	0	0	0
2427	Dragon Ball Kai (2014)	TV	61	8.01	42666	0	0	1	0	0	1	1	0	1	1
2941	Gochuumon wa Usagi Desu ka??	TV	12	8.01	38102	0	0	0	0	0	0	1	0	0	0
2225	Hidamari Sketch x ☆☆☆	TV	12	8.01	15748	0	0	0	0	0	0	1	0	0	0
869	Kokoro Connect	TV	13	8.01	283847	0	1	0	0	1	0	1	0	0	0
5562	Saiyuuki Gaiden	OVA	3	8.01	5843	0	0	1	0	1	0	0	1	1	1
1476	Shirokuma Cafe	TV	50	8.01	44668	0	0	0	0	0	0	1	0	0	0
872	Tiger &amp; Bunny Movie 2: The Rising	Movie	1	8.01	13567	0	0	1	0	0	0	1	0	0	0
2618	Zan Sayonara Zetsubou Sensei	TV	13	8.01	55402	0	0	0	0	0	0	1	0	0	0
3527	City Hunter	TV	51	8.0	19963	0	0	1	0	0	1	1	0	0	0
2170	Detective Conan Movie 02: The Fourteenth Target	Movie	1	8.0	26284	0	0	0	0	0	1	1	0	0	1
281	Gekkan Shoujo Nozaki-kun Specials	Special	6	8.0	52672	0	1	0	0	0	0	1	0	0	0
6185	Giant Robo the Animation: Chikyuu ga Seishi Suru Hi	OVA	7	8.0	12283	1	0	1	0	0	1	0	0	0	0
3203	Hetalia: The Beautiful World Specials	Special	4	8.0	8644	0	0	0	0	0	0	1	0	0	0
3299	Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari	OVA	1	8.0	9268	0	0	0	0	1	0	1	1	0	0
2391	Kamisama Hajimemashita OVA	OVA	2	8.0	38678	0	0	0	0	0	0	1	1	1	0
178	Little Witch Academia	Movie	1	8.0	111703	0	0	0	0	0	0	1	0	1	1
2947	Maria-sama ga Miteru 3rd	OVA	5	8.0	12394	0	0	0	0	1	0	0	0	0	0
3319	Mobile Suit Gundam Thunderbolt	ONA	4	8.0	14419	1	0	1	0	1	0	0	0	0	0
348	Bishoujo Senshi Sailor Moon: Sailor Stars	TV	34	7.99	52586	0	1	0	0	1	0	1	1	1	1
130	Break Blade 4: Sanka no Chi	Movie	1	7.99	41598	0	0	1	0	0	1	0	0	1	0
906	Hanasaku Iroha: Home Sweet Home	Movie	1	7.99	34630	0	0	0	0	1	0	1	0	0	0
2236	Hidamari Sketch x Honeycomb	TV	12	7.99	12590	0	0	0	0	0	0	1	0	0	0
1927	Hokuto no Ken	TV	109	7.99	40271	1	0	1	0	1	1	0	0	0	0
2067	Les Misérables: Shoujo Cosette	TV	52	7.99	9605	0	0	0	0	1	0	0	1	0	0
386	Serial Experiments Lain	TV	13	7.99	215829	1	0	0	0	1	0	0	0	0	0
6015	Ushiro no Shoumen Daare	Movie	1	7.99	3811	0	0	0	0	1	0	0	0	0	0
484	Baka to Test to Shoukanjuu Ni!	TV	13	7.98	183722	0	1	0	0	0	0	1	0	0	0
2169	Detective Conan Movie 01: The Timed Skyscraper	Movie	1	7.98	28947	0	0	0	0	0	1	1	0	0	1
2175	Detective Conan Movie 07: Crossroad in the Ancient Capital	Movie	1	7.98	21729	0	0	0	0	0	1	1	0	0	1
2057	Gundam Build Fighters	TV	25	7.98	31606	1	0	1	0	0	0	0	0	0	0
358	Hetalia: The Beautiful World	ONA	20	7.98	34960	0	0	0	0	0	0	1	0	0	0
2202	Initial D Third Stage	Movie	1	7.98	39374	0	0	1	1	1	0	0	0	0	0
3477	Kuroko no Basket 3rd Season NG-shuu	Special	9	7.98	10778	0	0	0	0	0	0	1	0	0	0
613	Neko no Ongaeshi	Movie	1	7.98	92499	0	0	0	0	1	0	0	0	1	1
2133	Seihou Bukyou Outlaw Star	TV	24	7.98	78600	1	0	1	0	0	0	1	0	0	1
1837	White Album 2	TV	13	7.98	91075	0	1	0	0	1	0	0	0	0	0
848	Working&#039;!!	TV	13	7.98	117328	0	0	0	0	0	0	1	0	0	0
294	Gate: Jieitai Kanochi nite, Kaku Tatakaeri	TV	12	7.97	244314	0	0	1	0	0	0	0	0	1	1
1309	Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season	TV	12	7.97	153501	0	0	1	0	0	0	0	0	1	1
1396	Ghost Hunt	TV	25	7.97	126426	0	0	0	0	0	0	1	1	0	0
1019	Gungrave	TV	26	7.97	95825	1	0	1	1	1	0	0	0	0	0
3715	Jungle wa Itsumo Hare nochi Guu	TV	26	7.97	22214	0	0	0	0	0	0	1	0	0	0
2098	Kuroko no Basket 2nd Season NG-shuu	Special	9	7.97	20477	0	0	0	0	0	0	1	0	0	0
1400	Kyou kara Maou! 3rd Series	TV	39	7.97	19510	0	1	0	0	0	0	1	1	1	1
5066	Lupin III (2015)	TV	24	7.97	16938	0	0	1	0	0	1	1	0	0	1
6200	Madang-Eul Naon Amtalg	Movie	1	7.97	1528	0	0	0	0	1	0	0	0	1	1
4639	Maria-sama ga Miteru 4th	TV	13	7.97	11779	0	0	0	0	0	0	0	1	0	0
3222	Musekinin Kanchou Tylor	TV	26	7.97	19841	1	0	0	0	0	0	1	0	0	0
751	Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu	OVA	1	7.97	81137	0	1	0	0	0	0	0	0	1	0
2371	Saint Seiya: Meiou Hades Meikai-hen	OVA	12	7.97	21240	1	0	1	0	0	1	0	0	1	1
2270	Saint☆Oniisan (Movie)	Movie	1	7.97	30814	0	0	0	1	0	0	1	0	0	0
3410	Seikai no Senki II	TV	10	7.97	13888	1	1	1	0	0	0	0	0	0	0
3156	Top wo Nerae! Gunbuster	OVA	6	7.97	51724	1	0	1	0	1	1	1	0	0	0
3040	Toshokan Sensou: Kakumei no Tsubasa	Movie	1	7.96	10244	0	1	1	0	0	0	1	0	0	0
1381	Uchouten Kazoku	TV	13	7.96	64897	0	0	0	0	1	0	1	0	1	0
239	Baby Steps	TV	25	7.96	59818	0	1	0	0	0	1	0	0	0	0
133	Break Blade 5: Shisen no Hate	Movie	1	7.96	40053	0	0	1	0	0	1	0	0	0	0
2076	Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem	OVA	1	7.96	23204	0	0	1	0	0	0	0	0	0	0
2589	Goku Sayonara Zetsubou Sensei	OVA	3	7.96	40358	0	0	0	0	0	0	1	0	0	0
381	Jormungand	TV	12	7.96	137610	0	0	1	1	0	0	0	0	0	1
4306	Kindaichi Shounen no Jikenbo (TV)	TV	148	7.96	8655	0	0	0	0	0	1	0	0	0	0
1924	Mobile Suit Gundam: Iron-Blooded Orphans	TV	25	7.96	60525	1	0	1	0	1	0	0	0	0	0
5802	Shin Mazinger Shougeki! Z-hen	TV	26	7.96	7872	0	0	1	0	0	1	0	0	0	0
